image_id,contrast_rms,sharpness,snr_db,mean_intensity,std_intensity,entropy
43,0.36422357,34509.32418698522,-8.048855066299438,0.5616525411605835,0.204567089676857,7.682838691671922
44,0.3792304,42215.29927042612,-8.373026847839355,0.5811527371406555,0.22039079666137695,7.7590775060764
45,0.34158024,29024.808852345082,-7.364509701728821,0.5802682638168335,0.19820816814899445,7.6058156117185325
46,0.45300725,33822.65018500789,-8.839618563652039,0.5559921264648438,0.25186845660209656,7.892406178893119
47,0.4997966,48109.429080570306,-9.932131171226501,0.5378378033638,0.2688094973564148,7.949740751757297
48,0.3683319,42541.05518514203,-8.312563300132751,0.5823480486869812,0.214497372508049,7.7216106387176495
49,0.3725125,38946.477469352125,-8.265849351882935,0.5671380758285522,0.21126601099967957,7.719960865434995
50,0.34010774,30772.272626289374,-7.381197214126587,0.573433518409729,0.19502916932106018,7.618809446116693
51,0.267445,16658.976541966014,-4.728042185306549,0.6002284288406372,0.16052809357643127,7.311213444290848
52,0.27238512,16296.606754835224,-4.594783782958984,0.6145286560058594,0.167388454079628,7.38481512082868
53,0.27281892,18951.389652071073,-5.161178112030029,0.6082184314727783,0.1659334897994995,7.33728130459482
54,0.09244676,2680.705445581553,4.784651398658752,0.7623888850212097,0.07048038393259048,5.662123855065033
55,0.0990071,2627.839694987531,5.123701691627502,0.7812817692756653,0.07735244184732437,5.828427792765
56,0.09364331,2022.2969781092336,5.0519126653671265,0.6838671565055847,0.06403958052396774,5.4091639026963785
57,0.45146713,43796.05880015992,-9.72605586051941,0.5377559065818787,0.24277912080287933,7.8666185170238885
58,0.42989528,33258.67061403045,-8.66770625114441,0.5532885193824768,0.23785611987113953,7.850421774391335
59,0.38851795,27238.564235717047,-7.744584083557129,0.5674224495887756,0.22045379877090454,7.772119649338047
60,0.089199334,1858.070811448024,4.489233493804932,0.6391562819480896,0.05701231583952904,4.763624037312123
61,0.08905392,1823.543979290077,4.685727953910828,0.6419118642807007,0.05716476961970329,4.994458272690915
62,0.103667855,2404.040668986431,3.502102494239807,0.6510509252548218,0.06749305129051208,5.292286605728072
63,0.2375227,11088.403274125825,-3.5923466086387634,0.5996429920196533,0.14242883026599884,7.172487356566229
64,0.3329288,26515.289242958137,-6.930353045463562,0.5771629810333252,0.1921541839838028,7.603288106652911
65,0.13514823,5172.552493538672,0.48425838351249695,0.6630282998085022,0.08960709720849991,6.3900887836903495
66,0.13298523,6281.173339220545,0.24772215634584427,0.6804367303848267,0.09048803895711899,6.466212753809925
67,0.43374047,59275.855076870095,-9.623638391494751,0.572166383266449,0.24817171692848206,7.867033018283691
68,0.38821712,42243.19064778102,-8.579490184783936,0.5800732374191284,0.22519436478614807,7.787392235626068
69,0.40705022,45685.79502204377,-9.090288877487183,0.5406794548034668,0.22008369863033295,7.763398643312364
70,0.3503942,30886.30238176256,-8.01994502544403,0.5361981391906738,0.1878807097673416,7.579616294393393
71,0.39798474,44061.48211917616,-8.924371004104614,0.5618654489517212,0.22361387312412262,7.794024262435906
72,0.38234475,44801.982088658566,-8.956884741783142,0.552044153213501,0.21107117831707,7.740783107961454
73,0.29536924,19647.020499315226,-5.769331455230713,0.578602135181427,0.17090126872062683,7.44213127904133
74,0.35784587,33438.53732494114,-7.7143555879592896,0.5803830027580261,0.20768766105175018,7.704314011673871
75,0.3778363,39127.25249505311,-8.243262767791748,0.5883524417877197,0.22230090200901031,7.751612144660433
76,0.06567982,997.9607994142347,7.6506078243255615,0.6512793898582458,0.04277591034770012,4.585320749198709
77,0.07142466,1177.4300537963352,7.4724626541137695,0.7129291892051697,0.050920724868774414,4.905941852178244
78,0.053358458,676.5477520769111,9.098274111747742,0.6475979685783386,0.03455482795834541,4.214501309034604
79,0.45823842,67222.64034782792,-10.541777610778809,0.5437674522399902,0.24917514622211456,7.8999007426711865
80,0.42069265,51179.83873881126,-9.920873641967773,0.514677882194519,0.21652120351791382,7.7632181689331965
81,0.42523253,52556.31800380105,-9.967836141586304,0.5213017463684082,0.22167445719242096,7.787768211530065
82,0.17976151,8802.717118331164,-1.8784147500991821,0.6149548888206482,0.11054522544145584,6.7935094494566
83,0.23175953,14570.755819105,-4.297408163547516,0.5745363235473633,0.1331542730331421,7.056332099840937
84,0.2833297,19028.388064789604,-5.789563059806824,0.5747731328010559,0.1628502905368805,7.356476832387091
85,0.162552,3615.989514841432,1.1847033351659775,0.6106679439544678,0.09926529228687286,6.0968459105411075
86,0.17374876,3720.1886733248552,0.5413417890667915,0.576411247253418,0.10015074163675308,6.100767162968095
87,0.1495149,2626.9205542881755,1.8694095313549042,0.5598948001861572,0.0837126150727272,5.521236079518127
88,0.17822951,6194.140008795316,-0.6445631384849548,0.6567587852478027,0.1170537993311882,6.844724485423934
89,0.26644865,17836.791716731324,-4.975642561912537,0.6015057563781738,0.16027039289474487,7.354744576554499
90,0.22540674,13528.137927046222,-3.5226866602897644,0.6175113916397095,0.13919122517108917,7.148444225976781
91,0.213892,12502.597309954612,-3.4976381063461304,0.6342163681983948,0.1356538087129593,7.086769284917672
92,0.28171557,20231.407001989475,-6.166934967041016,0.5520144701004028,0.1555110663175583,7.293400882310409
93,0.31062785,28978.892816412506,-6.97161078453064,0.5611091256141663,0.17429612576961517,7.449951437722065
94,0.3393407,36243.078152714545,-7.831588983535767,0.5539503693580627,0.1879778951406479,7.5749798512910465
95,0.27640882,17307.170930872755,-4.972517192363739,0.6103657484054565,0.16871047019958496,7.425802482906169
96,0.22925173,11559.36594454381,-3.3005106449127197,0.6067639589309692,0.13910168409347534,7.155176324769893
97,0.2621153,16558.35412340748,-4.843772649765015,0.599577009677887,0.15715830028057098,7.317410481497825
98,0.09098747,1731.8855456344686,5.892397165298462,0.7040346264839172,0.0640583261847496,5.697924842350389
99,0.12745583,2881.289232690153,2.5246095657348633,0.6306442022323608,0.08037928491830826,5.99149560751397
100,0.13113068,3222.2364418509605,1.72340527176857,0.6130275130271912,0.08038671314716339,5.681895795314654
101,0.35615662,29256.891299691015,-7.748013138771057,0.5567430853843689,0.1982877403497696,7.656877958081819
102,0.37855777,34106.25752356648,-8.211573958396912,0.5758643746376038,0.2179979383945465,7.755736885560685
103,0.34096703,25637.48990358625,-6.828871965408325,0.5838181972503662,0.1990627646446228,7.649372177339898
104,0.4223815,54125.129018849504,-10.132542848587036,0.5191040635108948,0.21925994753837585,7.770087373676432
105,0.43530524,58046.89576202888,-10.467000007629395,0.5211421251296997,0.22685590386390686,7.803757676684867
106,0.41820022,57544.80695420869,-10.154837369918823,0.5335908532142639,0.22314780950546265,7.785305561906987
107,0.45328274,55629.336063414805,-9.79131281375885,0.5645785331726074,0.25591370463371277,7.892298252778596
108,0.28649378,19369.153897030854,-5.96368670463562,0.5973091125488281,0.1711253523826599,7.441336222740878
109,0.29084292,17756.720115459844,-5.697999000549316,0.5930941700935364,0.1724972426891327,7.4608091741092935
110,0.17952044,6152.275614734095,-0.7809360325336456,0.5917690992355347,0.10623465478420258,6.277819780068664
111,0.16080716,4247.812943991995,0.15602760948240757,0.5377334356307983,0.08647138625383377,5.867694859595696
112,0.4803857,43255.84425796285,-9.505420923233032,0.5368607044219971,0.257900208234787,7.9336595559521985
113,0.4763004,47734.81300371163,-9.604861736297607,0.53547203540802,0.2550455331802368,7.918325654104981
114,0.5160268,55703.8083112078,-10.1983642578125,0.53496915102005,0.2760584056377411,7.963776686074189
115,0.46746147,59448.76195203439,-10.370460748672485,0.5240052938461304,0.2449522763490677,7.877070293281465
116,0.5017081,69533.04314813094,-11.055701971054077,0.5108400583267212,0.25629258155822754,7.9186166680164725
117,0.51824725,64351.38726508543,-10.81233024597168,0.5213388204574585,0.27018240094184875,7.959794915268762
118,0.26410088,12647.65828959637,-4.378951787948608,0.5706124901771545,0.15069925785064697,7.2553153766261715
119,0.1935957,9059.866992872192,-1.899934858083725,0.6296988725662231,0.12190699577331543,6.9569352509442846
120,0.0831995,1951.9215179850094,5.685166716575623,0.7308265566825867,0.06080440431833267,5.580493657885928
121,0.07828311,1717.3335613487463,6.450191140174866,0.7407541871070862,0.05798853933811188,5.4840276180361665
122,0.070025325,1163.0754354477724,7.792607545852661,0.7083430290222168,0.049601949751377106,5.260281424243324
123,0.38827384,40777.77544528869,-8.623122572898865,0.562645435333252,0.21846050024032593,7.765304049640315
124,0.3503301,28260.091966253276,-7.382898926734924,0.5739688873291016,0.20107857882976532,7.669000351595702
125,0.34168303,25290.536858165822,-7.103022336959839,0.554961085319519,0.18962079286575317,7.598906473516882
126,0.1398353,3761.18542203224,1.1630911380052567,0.5895249247550964,0.08243639022111893,5.999993588709082
127,0.15862264,5807.661516258688,-0.2164303883910179,0.6251574754714966,0.09916412830352783,6.510802483284983
128,0.11018367,1521.1477020304185,4.0418848395347595,0.5412328839302063,0.05963502451777458,4.909577669475292
129,0.51178324,52850.956303175066,-10.2428138256073,0.528718888759613,0.2705894708633423,7.962245502017465
130,0.5346954,54883.777273060936,-10.34122109413147,0.5255274772644043,0.2809971272945404,7.975613391345131
131,0.23711044,9614.401891270263,-2.9836902022361755,0.5941058993339539,0.14086870849132538,7.148017352495591
132,0.19269465,8405.138749052314,-1.7075669765472412,0.6093001365661621,0.1174088716506958,6.807478576585096
133,0.28109038,19220.16487524461,-5.9057629108428955,0.5419434309005737,0.15233507752418518,7.229444227159251
134,0.32371852,29699.511172559945,-7.048615217208862,0.5655107498168945,0.18306630849838257,7.535494677153628
135,0.29299733,22905.18660115977,-6.218456029891968,0.5508586168289185,0.16140010952949524,7.3785234830731135
136,0.2994926,21987.179876035574,-6.36266827583313,0.556555449962616,0.16668424010276794,7.406040648429878
137,0.12829973,2959.043113082511,2.306940406560898,0.5851768255233765,0.07507802546024323,5.77342169890068
138,0.112113476,2148.876120541901,3.50915789604187,0.5934094786643982,0.06652919948101044,5.706870475208722
139,0.07738669,1830.7263354865872,5.768858194351196,0.7043395638465881,0.054506510496139526,5.202186020313027
140,0.08673791,1866.4615064777465,5.042387843132019,0.6686276793479919,0.05799536779522896,5.285281907715286
141,0.09872959,2371.3853090294992,3.7844982743263245,0.6492453813552856,0.06409972906112671,5.387252862196914
142,0.52904856,79780.58777175135,-11.417391300201416,0.5302772521972656,0.28054243326187134,7.947569944717632
143,0.5012885,76723.67267493773,-11.154695749282837,0.5454699993133545,0.27343782782554626,7.943979784164371
144,0.30264091,21248.94484407829,-6.595066785812378,0.5285056829452515,0.1599474400281906,7.352201689448462
145,0.35099718,34562.5790694875,-7.764565944671631,0.5764235258102417,0.2023230344057083,7.682938799351009
146,0.290991,18594.63131852251,-6.130586862564087,0.535118043422699,0.15571454167366028,7.2929575749702495
147,0.20451902,12095.73768639078,-3.046855926513672,0.594367265701294,0.12155941128730774,6.841341808100566
148,0.2656148,15132.967566750734,-4.56945925951004,0.5773822069168091,0.1533612608909607,7.117523965740955
149,0.2632697,16483.847246111654,-4.893432855606079,0.5638066530227661,0.14843320846557617,6.982108573118515
150,0.15909536,7241.97918794593,-1.107131764292717,0.6037153005599976,0.09604830294847488,6.524419584010867
151,0.16236196,7002.987968056761,-1.105218529701233,0.6164641380310059,0.10009033232927322,6.630160289512661
152,0.19492653,10261.410083104649,-2.7256181836128235,0.5999626517295837,0.11694864183664322,6.850116907876027
153,0.2291642,10922.516994870339,-3.1923380494117737,0.5934804677963257,0.1360044777393341,7.078646280695182
154,0.20241143,7392.639470486083,-2.3592321574687958,0.5410739183425903,0.10951954126358032,6.648577870579282
155,0.2233629,11502.244411603158,-3.5711681842803955,0.6000393629074097,0.13402652740478516,7.029553986284628
156,0.24323978,11083.635656341321,-3.3548229932785034,0.5871895551681519,0.1428278535604477,6.9513250083793405
157,0.22603767,8461.094901658853,-2.899293899536133,0.545099675655365,0.12321306020021439,6.612062432747197
158,0.22326148,13435.717535670723,-3.1047457456588745,0.637975811958313,0.14243541657924652,7.115085795988543
159,0.24147855,13500.030418929435,-3.7403035163879395,0.6137113571166992,0.14819812774658203,7.229636269054436
160,0.26682967,16456.064612776277,-4.685254096984863,0.5974887013435364,0.1594277173280716,7.339565990877602
161,0.25488126,16009.735712344525,-4.3148621916770935,0.617097020149231,0.15728646516799927,7.317643495539363
162,0.05784261,773.5781730574798,9.52457308769226,0.726686418056488,0.04203343763947487,4.4881971624670545
163,0.060210027,889.246204380987,9.134858250617981,0.7498695254325867,0.04514966532588005,4.694802133986954
164,0.4700875,62484.807434122944,-10.464606285095215,0.5480808615684509,0.25764596462249756,7.922486910826992
165,0.50006187,71655.24942995141,-10.951317548751831,0.5400086045265198,0.2700377106666565,7.948672764615816
166,0.44962192,63199.40474101951,-10.326544046401978,0.5576258301734924,0.2507207989692688,7.8888292961111
167,0.22304948,10830.09130999189,-3.561549186706543,0.5763586759567261,0.1285565048456192,7.034120277266084
168,0.2200341,13254.387360380173,-3.5323163866996765,0.6305985450744629,0.13875317573547363,7.143065775649221
169,0.19770642,8372.59629441102,-2.236338257789612,0.5871381163597107,0.11608097702264786,6.842720498732037
170,0.34126526,28271.27938842615,-7.265140414237976,0.5473558902740479,0.18679355084896088,7.57791175805574
171,0.34120572,28313.45294119387,-7.319851517677307,0.5507482886314392,0.18791846930980682,7.569428773456604
172,0.25205916,18827.360256758693,-4.967927932739258,0.6165297627449036,0.15540197491645813,7.321171827004643
173,0.2504662,16643.993518115978,-4.899432063102722,0.5881233215332031,0.14730501174926758,7.24259204154592
174,0.2153652,11697.242648676403,-3.3381688594818115,0.613117516040802,0.13204418122768402,7.081251409666304
175,0.5277191,63934.568464454336,-10.694608688354492,0.5326189398765564,0.2810731828212738,7.969113970438619
176,0.4451797,42604.41858011204,-9.189457297325134,0.545540452003479,0.24286353588104248,7.866688996254827
177,0.52546203,67234.57181204582,-10.891599655151367,0.5299522876739502,0.2784698009490967,7.965555877437058
178,0.29933104,16098.289506958705,-5.1468682289123535,0.575276255607605,0.17219804227352142,7.465332708352219
179,0.52028435,61757.2441212985,-10.67852258682251,0.5371910929679871,0.2794921100139618,7.9575667366991425
180,0.5374283,68185.32289271452,-11.190605163574219,0.5316882133483887,0.285744309425354,7.968480258472914
181,0.5163619,76867.10158369412,-11.169518232345581,0.5373150706291199,0.2774490416049957,7.957267483385882
182,0.27567324,16870.582515571572,-4.84704315662384,0.5815675854682922,0.1603226214647293,7.3118787907821545
183,0.28949714,16267.138185322357,-5.07599413394928,0.5778514742851257,0.16728635132312775,7.386070982760869
184,0.26004323,12789.776631549914,-4.1196125745773315,0.5722390413284302,0.1488068848848343,7.215398402345009
185,0.210817,9826.131404935097,-2.534087896347046,0.5955291390419006,0.12554766237735748,6.817046438478311
186,0.23624064,13248.558566498983,-3.6977767944335938,0.6062517762184143,0.14322130382061005,7.13127922317504
187,0.2571674,13573.696074047668,-3.8314801454544067,0.6097887754440308,0.15681779384613037,7.275141126858509
188,0.09818923,2963.4724569451755,4.2253777384758,0.7724542617797852,0.07584668695926666,6.098825827797113
189,0.08183839,1559.3042975552428,5.255640149116516,0.6412314772605896,0.05247735232114792,5.3501098501181135
190,0.10106919,2341.3389715077924,3.505900800228119,0.6412930488586426,0.0648149698972702,5.771346707178552
191,0.1374406,4219.242565899777,0.9995531290769577,0.6574931144714355,0.09036625176668167,6.242933263507133
192,0.09703646,2103.3719282420366,4.1215980052948,0.6413918137550354,0.062238387763500214,5.521380065081949
193,0.12536141,3403.6404597807905,2.1840569376945496,0.6771417856216431,0.08488745242357254,6.122907658177186
194,0.4166735,46981.3718954493,-9.359216690063477,0.5493743419647217,0.22890973091125488,7.8220043467010605
195,0.41880205,47002.63728441153,-9.307171106338501,0.5591896176338196,0.23418976366519928,7.833002625768568
196,0.3515551,30988.482937502587,-7.632174491882324,0.5742430090904236,0.20187807083129883,7.678904954803012
197,0.46401247,45829.02443730617,-9.899135828018188,0.5261570811271667,0.24414345622062683,7.890365706681268
198,0.4872641,51465.798555511574,-10.055913925170898,0.5376723408699036,0.26198843121528625,7.93548410897479
199,0.537382,67506.88693512484,-11.123406887054443,0.5278153419494629,0.28363847732543945,7.971798087446553
